"Number of holes, nh","Web-post width, WP (mm)","Web opening diameter, Do (mm)",Ply 1 (ø),Ply 2 (ø),Ply 3 (ø),Ply 4 (ø),Ply 5 (ø),Ply 6 (ø),Ply 7 (ø),Ply 8 (ø),Critical Buckling Load (N),Critical Buckling Load (kN)
5,3.5,40,60,30,0,90,90,0,30,60,7105.652825,7.105652825
5,3.5,40,60,30,90,0,0,90,30,60,7520.751545,7.520751545
5,3.5,40,60,90,0,30,30,0,90,60,7666.404189,7.666404189
5,3.5,40,60,90,30,0,0,30,90,60,7553.415841,7.553415841
5,3.5,40,90,0,30,60,60,30,0,90,7744.033091,7.744033091
5,3.5,40,90,0,60,30,30,60,0,90,7468.377941,7.468377941
5,3.5,40,90,30,0,60,60,0,30,90,8627.632898,8.627632898
5,3.5,40,90,30,60,0,0,60,30,90,8508.890421,8.508890421
5,3.5,40,90,60,0,30,30,0,60,90,7383.862689,7.383862689
5,3.5,40,90,60,30,0,0,30,60,90,7371.431955,7.371431955
5,3.5,45,0,30,60,90,90,60,30,0,7445.835213,7.445835213
5,3.5,45,0,30,90,60,60,90,30,0,8120.218515,8.120218515
5,3.5,45,0,60,30,90,90,30,60,0,7191.651968,7.191651968
5,3.5,45,0,60,90,30,30,90,60,0,7669.807092,7.669807092
5,3.5,45,0,90,30,60,60,30,90,0,7692.52909,7.69252909
5,3.5,45,0,90,60,30,30,60,90,0,7512.15181,7.51215181
5,3.5,45,30,0,60,90,90,60,0,30,7812.860906,7.812860906
5,3.5,45,30,0,90,60,60,90,0,30,8950.713899,8.950713899
5,3.5,45,30,60,0,90,90,0,60,30,7420.619607,7.420619607
5,3.5,45,30,60,90,0,0,90,60,30,7980.148564,7.980148564
5,3.5,45,30,90,0,60,60,0,90,30,9225.248166,9.225248166
5,3.5,45,30,90,60,0,0,60,90,30,8951.479246,8.951479246
5,3.5,45,60,0,30,90,90,30,0,60,6687.899432,6.687899432
5,3.5,45,60,0,90,30,30,90,0,60,7044.561205,7.044561205
5,3.5,45,60,30,0,90,90,0,30,60,6447.954415,6.447954415
5,3.5,45,60,30,90,0,0,90,30,60,6748.482413,6.748482413
5,3.5,45,60,90,0,30,30,0,90,60,6835.145464,6.835145464
5,3.5,45,60,90,30,0,0,30,90,60,6737.633505,6.737633505
5,3.5,45,90,0,30,60,60,30,0,90,6891.945984,6.891945984
5,3.5,45,90,0,60,30,30,60,0,90,6635.546042,6.635546042
5,3.5,45,90,30,0,60,60,0,30,90,7675.066614,7.675066614
5,3.5,45,90,30,60,0,0,60,30,90,7575.597699,7.575597699
5,3.5,45,90,60,0,30,30,0,60,90,6578.404482,6.578404482
5,3.5,45,90,60,30,0,0,30,60,90,6698.821657,6.698821657
5,4,35,0,30,60,90,90,60,30,0,9883.00687,9.88300687
5,4,35,0,30,90,60,60,90,30,0,10804.9294,10.8049294
5,4,35,0,60,30,90,90,30,60,0,9635.61884,9.63561884
5,4,35,0,60,90,30,30,90,60,0,10141.76961,10.14176961
5,4,35,0,90,30,60,60,30,90,0,10145.243,10.145243
5,4,35,0,90,60,30,30,60,90,0,9959.340356,9.959340356
5,4,35,30,0,60,90,90,60,0,30,10081.64195,10.08164195
5,4,35,30,0,90,60,60,90,0,30,11509.97968,11.50997968
5,4,35,30,60,0,90,90,0,60,30,9470.464762,9.470464762
5,4,35,30,60,90,0,0,90,60,30,10267.87967,10.26787967
5,4,35,30,90,0,60,60,0,90,30,11995.61375,11.99561375
5,4,35,30,90,60,0,0,60,90,30,11607.22543,11.60722543
5,4,35,60,0,30,90,90,30,0,60,8759.972441,8.759972441
5,4,35,60,0,90,30,30,90,0,60,9320.788948,9.320788948
5,4,35,60,30,0,90,90,0,30,60,8397.719248,8.397719248
5,4,35,60,30,90,0,0,90,30,60,8824.667104,8.824667104
5,4,35,60,90,0,30,30,0,90,60,9044.711935,9.044711935
5,4,35,60,90,30,0,0,30,90,60,8749.539741,8.749539741
5,4,35,90,0,30,60,60,30,0,90,9383.532628,9.383532628
5,4,35,90,0,60,30,30,60,0,90,9037.114508,9.037114508
5,4,35,90,30,0,60,60,0,30,90,10233.96302,10.23396302
5,4,35,90,30,60,0,0,60,30,90,9974.982071,9.974982071
5,4,35,90,60,0,30,30,0,60,90,8730.831531,8.730831531
5,4,35,90,60,30,0,0,30,60,90,8717.905544,8.717905544
5,4,40,0,30,60,90,90,60,30,0,8342.133941,8.342133941
5,4,40,0,30,90,60,60,90,30,0,9092.602511,9.092602511
5,4,40,0,60,30,90,90,30,60,0,8051.689312,8.051689312
5,4,40,0,60,90,30,30,90,60,0,8522.537989,8.522537989
5,4,40,0,90,30,60,60,30,90,0,8552.188239,8.552188239
5,4,40,0,90,60,30,30,60,90,0,8362.007681,8.362007681
5,4,40,30,0,60,90,90,60,0,30,8630.564305,8.630564305
5,4,40,30,0,90,60,60,90,0,30,9864.487896,9.864487896
5,4,40,30,60,0,90,90,0,60,30,8126.775509,8.126775509
5,4,40,30,60,90,0,0,90,60,30,8832.556312,8.832556312
5,4,40,30,90,0,60,60,0,90,30,10284.25062,10.28425062
5,4,40,30,90,60,0,0,60,90,30,9993.448946,9.993448946
5,4,40,60,0,30,90,90,30,0,60,7386.145122,7.386145122
5,4,40,60,0,90,30,30,90,0,60,7847.402052,7.847402052
5,4,40,60,30,0,90,90,0,30,60,7135.230119,7.135230119
5,4,40,60,30,90,0,0,90,30,60,7534.072423,7.534072423
5,4,40,60,90,0,30,30,0,90,60,7697.926855,7.697926855
5,4,40,60,90,30,0,0,30,90,60,7576.467146,7.576467146
5,4,40,90,0,30,60,60,30,0,90,7805.452443,7.805452443
5,4,40,90,0,60,30,30,60,0,90,7528.826003,7.528826003
5,4,40,90,30,0,60,60,0,30,90,8667.365226,8.667365226
5,4,40,90,30,60,0,0,60,30,90,8539.210541,8.539210541
5,4,40,90,60,0,30,30,0,60,90,7427.568307,7.427568307
5,4,40,90,60,30,0,0,30,60,90,7375.7585,7.3757585
5,4,45,0,30,60,90,90,60,30,0,7499.002459,7.499002459
5,4,45,0,30,90,60,60,90,30,0,8197.18864,8.19718864
5,4,45,0,60,30,90,90,30,60,0,7286.568112,7.286568112
5,4,45,0,60,90,30,30,90,60,0,7764.325886,7.764325886
5,4,45,0,90,30,60,60,30,90,0,7756.800523,7.756800523
5,4,45,0,90,60,30,30,60,90,0,7568.571775,7.568571775
5,4,45,30,0,60,90,90,60,0,30,7861.571287,7.861571287
5,4,45,30,0,90,60,60,90,0,30,9005.747386,9.005747386
5,4,45,30,60,0,90,90,0,60,30,7454.164076,7.454164076
5,4,45,30,60,90,0,0,90,60,30,7988.589246,7.988589246
5,4,45,30,90,0,60,60,0,90,30,9242.598447,9.242598447
5,4,45,30,90,60,0,0,60,90,30,8962.111229,8.962111229
5,4,45,60,0,30,90,90,30,0,60,6745.712973,6.745712973
5,4,45,60,0,90,30,30,90,0,60,7089.078479,7.089078479
5,4,45,60,30,0,90,90,0,30,60,6476.736397,6.476736397
5,4,45,60,30,90,0,0,90,30,60,6764.303159,6.764303159
5,4,45,60,90,0,30,30,0,90,60,6865.230897,6.865230897
5,4,45,60,90,30,0,0,30,90,60,6757.749672,6.757749672
5,4,45,90,0,30,60,60,30,0,90,6945.875483,6.945875483
5,4,45,90,0,60,30,30,60,0,90,6688.889893,6.688889893
5,4,45,90,30,0,60,60,0,30,90,7714.672226,7.714672226
5,4,45,90,30,60,0,0,60,30,90,7606.032567,7.606032567
5,4,45,90,60,0,30,30,0,60,90,6614.295522,6.614295522
5,4,45,90,60,30,0,0,30,60,90,6719.320804,6.719320804
5,4.5,35,0,30,60,90,90,60,30,0,9152.412544,9.152412544
5,4.5,35,0,30,90,60,60,90,30,0,10014.08234,10.01408234
5,4.5,35,0,60,30,90,90,30,60,0,8897.701504,8.897701504
5,4.5,35,0,60,90,30,30,90,60,0,9399.044221,9.399044221
5,4.5,35,0,90,30,60,60,30,90,0,9421.215472,9.421215472
5,4.5,35,0,90,60,30,30,60,90,0,9226.731741,9.226731741
5,4.5,35,30,0,60,90,90,60,0,30,9387.880601,9.387880601
5,4.5,35,30,0,90,60,60,90,0,30,10740.8457,10.7408457
5,4.5,35,30,60,0,90,90,0,60,30,8830.809285,8.830809285
5,4.5,35,30,60,90,0,0,90,60,30,9602.99995,9.60299995
5,4.5,35,30,90,0,60,60,0,90,30,11213.26974,11.21326974
5,4.5,35,30,90,60,0,0,60,90,30,10876.31036,10.87631036
5,4.5,35,60,0,30,90,90,30,0,60,8119.281482,8.119281482
5,4.5,35,60,0,90,30,30,90,0,60,8640.069105,8.640069105
5,4.5,35,60,30,0,90,90,0,30,60,7808.226648,7.808226648
5,4.5,35,60,30,90,0,0,90,30,60,8245.922666,8.245922666
5,4.5,35,60,90,0,30,30,0,90,60,8428.165358,8.428165358
5,4.5,35,60,90,30,0,0,30,90,60,8133.743191,8.133743191
5,4.5,35,90,0,30,60,60,30,0,90,8669.279969,8.669279969
5,4.5,35,90,0,60,30,30,60,0,90,8356.705793,8.356705793
5,4.5,35,90,30,0,60,60,0,30,90,9521.285875,9.521285875
5,4.5,35,90,30,60,0,0,60,30,90,9265.124816,9.265124816
5,4.5,35,90,60,0,30,30,0,60,90,8060.378571,8.060378571
5,4.5,35,90,60,30,0,0,30,60,90,7966.688779,7.966688779
5,4.5,40,0,30,60,90,90,60,30,0,8392.550168,8.392550168
5,4.5,40,0,30,90,60,60,90,30,0,9147.913607,9.147913607
5,4.5,40,0,60,30,90,90,30,60,0,8125.767456,8.125767456
5,4.5,40,0,60,90,30,30,90,60,0,8580.268796,8.580268796
5,4.5,40,0,90,30,60,60,30,90,0,8594.663025,8.594663025
5,4.5,40,0,90,60,30,30,60,90,0,8407.485946,8.407485946
5,4.5,40,30,0,60,90,90,60,0,30,8664.376396,8.664376396
5,4.5,40,30,0,90,60,60,90,0,30,9888.787758,9.888787758
5,4.5,40,30,60,0,90,90,0,60,30,8146.346202,8.146346202
5,4.5,40,30,60,90,0,0,90,60,30,8832.579183,8.832579183
5,4.5,40,30,90,0,60,60,0,90,30,10291.47906,10.29147906
5,4.5,40,30,90,60,0,0,60,90,30,9994.573069,9.994573069
5,4.5,40,60,0,30,90,90,30,0,60,7433.755579,7.433755579
5,4.5,40,60,0,90,30,30,90,0,60,7890.250984,7.890250984
5,4.5,40,60,30,0,90,90,0,30,60,7160.853702,7.160853702
5,4.5,40,60,30,90,0,0,90,30,60,7544.090515,7.544090515
5,4.5,40,60,90,0,30,30,0,90,60,7725.816371,7.725816371
5,4.5,40,60,90,30,0,0,30,90,60,7592.927527,7.592927527
5,4.5,40,90,0,30,60,60,30,0,90,7863.237106,7.863237106
5,4.5,40,90,0,60,30,30,60,0,90,7586.90163,7.58690163
5,4.5,40,90,30,0,60,60,0,30,90,8703.33099,8.70333099
5,4.5,40,90,30,60,0,0,60,30,90,8564.82319,8.56482319
5,4.5,40,90,60,0,30,30,0,60,90,7467.688401,7.467688401
5,4.5,40,90,60,30,0,0,30,60,90,7379.105513,7.379105513
5,4.5,45,0,30,60,90,90,60,30,0,7551.10483,7.55110483
5,4.5,45,0,30,90,60,60,90,30,0,8270.460474,8.270460474
5,4.5,45,0,60,30,90,90,30,60,0,7378.718657,7.378718657
5,4.5,45,0,60,90,30,30,90,60,0,7843.194927,7.843194927
5,4.5,45,0,90,30,60,60,30,90,0,7804.444985,7.804444985
5,4.5,45,0,90,60,30,30,60,90,0,7614.180112,7.614180112
5,4.5,45,30,0,60,90,90,60,0,30,7907.983025,7.907983025
5,4.5,45,30,0,90,60,60,90,0,30,9052.361095,9.052361095
5,4.5,45,30,60,0,90,90,0,60,30,7478.676119,7.478676119
5,4.5,45,30,60,90,0,0,90,60,30,7993.139191,7.993139191
5,4.5,45,30,90,0,60,60,0,90,30,9254.585296,9.254585296
5,4.5,45,30,90,60,0,0,60,90,30,8968.424928,8.968424928
5,4.5,45,60,0,30,90,90,30,0,60,6791.076055,6.791076055
5,4.5,45,60,0,90,30,30,90,0,60,7127.735429,7.127735429
5,4.5,45,60,30,0,90,90,0,30,60,6499.900803,6.499900803
5,4.5,45,60,30,90,0,0,90,30,60,6775.448658,6.775448658
5,4.5,45,60,90,0,30,30,0,90,60,6890.35545,6.89035545
5,4.5,45,60,90,30,0,0,30,90,60,6772.274502,6.772274502
5,4.5,45,90,0,30,60,60,30,0,90,6994.810185,6.994810185
5,4.5,45,90,0,60,30,30,60,0,90,6738.047592,6.738047592
5,4.5,45,90,30,0,60,60,0,30,90,7749.142036,7.749142036
5,4.5,45,90,30,60,0,0,60,30,90,7630.960773,7.630960773
5,4.5,45,90,60,0,30,30,0,60,90,6644.909735,6.644909735
5,4.5,45,90,60,30,0,0,30,60,90,6730.608895,6.730608895
